timestamp,mid_price,book_imbalance,book_delta_v1,book_delta_v5
2024/05/01 2:17,87002500.0,0.4648665372856103,0.0,-1000.0
2024/05/01 2:18,87048500.0,0.03229981263469948,0.0,-45000.0
2024/05/01 2:19,87053500.0,-0.3350376735859609,0.0,0.0
2024/05/01 2:20,87045000.0,-0.9802133568805289,0.0,0.0
2024/05/01 2:21,87030500.0,-0.9791513830009628,0.0,0.0
2024/05/01 2:22,87102500.0,0.056373205783256435,0.0,-5000.0
2024/05/01 2:23,87167500.0,-0.7550541255020087,0.0,-28000.0
2024/05/01 2:24,87176500.0,0.20645546482564026,0.0,-9000.0
2024/05/01 2:25,87256000.0,-0.3312601893443341,0.0,-40000.0
2024/05/01 2:26,87205500.0,0.2938457329091298,0.0,-1000.0
2024/05/01 2:27,87245000.0,0.2828838421564647,0.0,0.0
2024/05/01 2:28,87279500.0,-0.9999916380042699,0.0,-1000.0
2024/05/01 2:29,87208500.0,-0.4509825121225149,0.0,-7000.0
2024/05/01 2:30,87196000.0,-0.7484822924087443,0.0,-2000.0
2024/05/01 2:31,87166500.0,-0.2601256294748504,0.0,-24000.0
2024/05/01 2:32,87145500.0,0.8145541220898448,0.0,-1000.0
2024/05/01 2:33,87088500.0,-0.9206600310376,0.0,0.0
2024/05/01 2:34,87070500.0,-0.7151012016320043,0.0,-13000.0
2024/05/01 2:35,87031500.0,-0.9591503828944681,0.0,0.0
2024/05/01 2:36,86963500.0,-0.5416814044680179,0.0,0.0
2024/05/01 2:37,86877500.0,-0.796526000695423,0.0,-13000.0
2024/05/01 2:38,86821500.0,0.6842731915367019,0.0,-1000.0
2024/05/01 2:39,86847500.0,-0.9785598171826446,0.0,-9000.0
2024/05/01 2:40,86866000.0,-0.7563957807276152,0.0,-5000.0
2024/05/01 2:41,86831500.0,-0.997860501908062,0.0,-2000.0
2024/05/01 2:42,86785500.0,-0.9883557470505165,0.0,-7000.0
2024/05/01 2:43,86752000.0,-0.15035828608935511,0.0,-3000.0
2024/05/01 2:44,86813000.0,-0.7203976020985262,0.0,-19000.0
2024/05/01 2:45,86852500.0,0.774096742751713,0.0,-45000.0
2024/05/01 2:46,86793000.0,0.836373088535846,0.0,0.0
2024/05/01 2:47,86774500.0,-0.6954416642585551,0.0,-9000.0
2024/05/01 2:48,86818000.0,-0.9963400218757239,0.0,-10000.0
2024/05/01 2:49,86806000.0,0.6479174307192213,0.0,0.0
2024/05/01 2:50,86779000.0,0.7590175051272624,0.0,-27000.0
2024/05/01 2:51,86862000.0,-0.7886486496046513,0.0,0.0
2024/05/01 2:52,86937500.0,0.9182008255389974,0.0,-24000.0
2024/05/01 2:53,86938500.0,0.5199082875374668,0.0,-7000.0
2024/05/01 2:54,86905000.0,-0.8689569034386619,0.0,-9000.0
2024/05/01 2:55,86953500.0,-0.7712540074709257,0.0,0.0
2024/05/01 2:56,86889500.0,-0.7257144721843133,0.0,-32000.0
2024/05/01 2:57,86905000.0,0.011059068660182927,0.0,-10000.0
2024/05/01 2:58,86943000.0,-0.9960671130858203,0.0,-25000.0
2024/05/01 2:59,86944500.0,-0.7590714771354535,0.0,0.0
2024/05/01 3:00,86920000.0,-0.07524150364808747,0.0,-1000.0
